,Unnamed: 0,Customer_Name,Date,Ratings,Review_Title,Reviews,Product_name,Price,sourcefilename
32,32,The Engineer,"April 10, 2019",5.0 out of 5 stars,Confessions Of An Orthodox Laptop User,"When they first came out, I was a strong critic of Chromebooks.  To me, a Chromebook was nothing more than an ADM-3A incarnate; connected to the cloud, instead of a mainframe.  But as Chromebooks started adding Chrome OS, Android and now Linux; I decided that I should get one, to carry around with me on trips; that did not require me to have access to a Windows Pro system.The hardest decision I had to make about this particular purchase, was if I should get the 64gb ""Amazon's Choice"" unit that was actually being sold by Lenovo; or a more expensive 32gb unit sold by other sellers, because their product titles included the words ""Newest 2019.""  Rest assured, when my 64gb unit arrived, the ""Manufactured"" date on the box was only 2 weeks old.While you are waiting for your order to arrive; it helps to pre-create a Google account, just for the Chromebook.  You can setup & customize a Chrome profile exclusively for use by the Chromebook; and then ""Add"" your other Google accounts to that Chrome profile.  This will speed things up when your Chromebook arrives, because you can just log into that Google account & Chrome profile; and your Chromebook is ready to go.  The advantage of this, besides setup speed, is that you won't clutter your Chromebook's login screen with more than one account choice.Be sure to update your version of Chrome OS.  As of the late March 2019 manufacturing run, version 70 comes installed.  You need at least version 72, if you expect to run Linux, from the get-go.For right now, the only thing that really surprised me about the unit, which may or may not be a ""standard Chromebook thing,"" is that I have (until now) never seen a physical keyboard that was labeled with lower case letters on it!  Speaking of the keyboard, for those who are wondering, the keyboard is disabled after the hinge goes beyond 180 degrees.  It does feel ""weird"" however, to feel the keyboard pressing against your fingers or lap, when using the Chromebook in tablet mode.********** 2019-04-27 Update **********Because the display side of the clamshell is so lightweight; when used in ""laptop mode,"" it is very sensitive to motion transfer, and may show signs of noticeable vibration.","Lenovo Chromebook C330 2-in-1 Convertible Laptop, 11.6"" HD Display, MediaTek MT8173C, 4GB RAM, 64GB Storage, Chrome OS, Blizzard White",&289,review10.csv
33,33,Joy Lamonds,"April 7, 2022",4.0 out of 5 stars,I ordered a computer with a disc drive. Disappointed.,I ordered a laptop that was white and had a disc drive. It was silver- I prefer it but no disc drive.,"Lenovo Chromebook C330 2-in-1 Convertible Laptop, 11.6"" HD Display, MediaTek MT8173C, 4GB RAM, 64GB Storage, Chrome OS, Blizzard White",&289,review10.csv
34,34,Theo,"November 5, 2021",4.0 out of 5 stars,"Old OS version, wifi issues","This is my 4th chromebook, this one came with chromebook version 80.0.3987.137 after power up, it stated connected to wifi, but at the same time it stated not connected.Apparently this was a common flaw in that version, which was the version from spring 2020.I managed to connect as a guest on my wifi extender, and even though the signal was weak, updated to the current OS,  94.0.4606.114, this update took 8 hour.Now it seems to be running ok,  but honestly,  tweaking a new out of the box chromebook overnight just to get it running is a bit over the top.Google ""wifi won't connect but internet available on chromebook"",  lots of hits, so a heads up would have been nice, I was close to returning this thing.","Lenovo Chromebook C330 2-in-1 Convertible Laptop, 11.6"" HD Display, MediaTek MT8173C, 4GB RAM, 64GB Storage, Chrome OS, Blizzard White",&289,review10.csv
35,35,John Lovinggood,"October 15, 2021",4.0 out of 5 stars,Great price for Good Project,"Easy setup. Bought it for my 8...soon turning 9 year old daughter so she could stop scaring my wife by using her MAC Book. :-) Main purpose is for research and to do assignments that are assigned from school from time to time. Battery life so far has lasted 2 days and is at 70%. We monitor her usage and do NOT let her have too much screen time.I'd recommend for an entry level laptop for those who do not want to spend a lot of money. Its light weight...portable and this one is pretty sleek looking. We can manage app usage and parental controls which is nice as well.This is a review that is two days into using the product. Will provide an update in a few months of constant usage etc.,","Lenovo Chromebook C330 2-in-1 Convertible Laptop, 11.6"" HD Display, MediaTek MT8173C, 4GB RAM, 64GB Storage, Chrome OS, Blizzard White",&289,review10.csv
36,36,Jose S.,"April 17, 2022",4.0 out of 5 stars,Si me gusta! Y mucho,Works on wifi only.,"Lenovo Chromebook C330 2-in-1 Convertible Laptop, 11.6"" HD Display, MediaTek MT8173C, 4GB RAM, 64GB Storage, Chrome OS, Blizzard White",&289,review10.csv
37,37,Amber,"November 14, 2021",4.0 out of 5 stars,"Great product, but might occasionally overheat and shut off.","My old Chromebook was having a hard time charging- charger kept wiggling or moving out of the slot, I had to hold it in place to charge, and when it was charging the metal would get really hot. I knew I needed a replacement before it completely died. This product is great - similar to the one I had, but obviously new and has a lot of life in it. The only issue I've noticed is that it can be a bit slow at times and if it is struggling the whole system will shut off and restart. I've only had it a few days so I need to work on figuring out how to get it to stop that. Otherwise, it's wonderful.","Lenovo Chromebook C330 2-in-1 Convertible Laptop, 11.6"" HD Display, MediaTek MT8173C, 4GB RAM, 64GB Storage, Chrome OS, Blizzard White",&289,review10.csv
38,38,Glenn Orton,"February 6, 2022",4.0 out of 5 stars,Very useful for my purposes.,"I wanted this product to search for scientific articles and storing them on a flash drive to be accessed at a later time. The product works well (I'm not interested in gaming), but I wish it had more than one external connection port that would allow me to transport files from one medium to another immediately. Otherwise, everything works well.","Lenovo Chromebook C330 2-in-1 Convertible Laptop, 11.6"" HD Display, MediaTek MT8173C, 4GB RAM, 64GB Storage, Chrome OS, Blizzard White",&289,review10.csv
39,39,Kathryn G,"May 14, 2019",5.0 out of 5 stars,"Better than my HP. Solid, beautiful Chromebook.","I'm new to Chromebooks but not new to computers. I am an old soul who learned DOS and so I'm most happy with something like Linux and therefore the Chrome OS being based off Linux and the ability for newer Chromebooks to run Linux and open source programs like LIbreOffice are extremely important to me. I recently spilled a whole glass of wine right onto my HP Chromebook 14 therefore I had to buy a new one (even after taking the laptop apart to dry it out). This Lenovo is beautiful. The quality is far greater than the HP piles of junk out there. The screen is magnificent for such a cheap little thing. I like the fact I can use my Logitech Blutooth keyboard and therefore hopefully never spill anything again. That's the beauty of Chromebooks though - everything was backed up online and I didn't really lose much. Picked up where i left off with this wickedly good Lenovo. I have used a lot of machines - including Macs and Dell. I don't feel the price for those things are justified in anyway unless you are a full time graphics dev or designer and need heavy overpriced programs like Photoshop. There are superb alternatives with open source. Inkscape, GIMP, Scribus...and more. Cheap Chromebooks can't do everything but they are getting better all the time. I highly suggest updating Chrome when you buy this laptop, restart it then open settings and turn on Linux Beta. Learn about the programs you can run and how intelligent Linux is at installing them.Overall I love the size of this Chromebook. The screen is clear and gorgeous. Resolution is wonderful. Wish the laptop had more than one standard USB port but I'll manage. (I back up all locally kept files onto a USB drive or sometimes Google Drive). Touchpad seems responsive. The ability to use the laptop as a computer or tablet is fluid and no complaints. Solid build and it looks overall like something way more expensive yet my bank account or credit card isn't bloated because there is a fruit logo on this thing. Very happy with this purchase, would consider buying another one.","Lenovo Chromebook C330 2-in-1 Convertible Laptop, 11.6"" HD Display, MediaTek MT8173C, 4GB RAM, 64GB Storage, Chrome OS, Blizzard White",&289,review10.csv
0,0,Brian,"July 19, 2022",5.0 out of 5 stars,Great Laptop,"I have built my own computers since 1999.  I know what I want in them and how much it's gonna cost me.  I never buy the latest stuff, I keep it about a year old and has served me well.  But this time after a friend's advice I dove into the gamin laptop and am very pleased.  No it's not the legion 7 but it's new and has what I need.  Quick fire up, minimal bloat software, slapped in another 1 TB drive, created my local account, updated everything, loaded MW and I was off to the races.  Great machine.  I will be getting the 80 watt battery to give it the power boost it needs to really open it up.  Very happy.  We'll worth it and highly recommend.8/23Quick update.  This laptop is great.  I have the HDR setting turned on with no issues.  4k will only run at 60 fps but the picture is outstanding and doesn't really task the processor or vid card.  I recommend the RAM upgrade.  It comes with 16 gig of ddr4 and is actually the sweet spot for most everything but boosting to 32 gig of ddr4 really gives it a lot more breathing room to perform.I would get a stand or something for airflow.  I love AMD but they are a hot runner compared to Intel.  But this thing does have an awesome cooling system as long as you've got the bottom vents unobstructed.  Heat is the enemy.Windows 11 is actually a very good OS.  I found a cheap metal stand that works perfect.  I work in Engineering IT and have delt with every os since win 95 so seen the good and the bad.Just my 2 cents and hope it helps some folks","Lenovo - Legion 5 - Gaming Laptop - AMD Ryzen 7 5800H - 16GB RAM - 512GB Storage - NVIDIA GeForce RTX 3050Ti - 15.6"" FHD Display - Windows 11 Home - Phantom Blue",&1099,review2.csv
1,1,Grimmjow,"July 9, 2022",5.0 out of 5 stars,Legion you are perfect to me <3,"This is my first gaming laptop! I’ve been looking for awhile for a good gaming laptop. I’ve looked through Razer, Asus, Gigabyte mostly the big brands then I saw this Lenovo Legion and I thought to myself why I’m I looking at those high end gaming laptops when it’s my first gaming laptop and Knowing that I would probably just toss it around and it’ll just get wreck in my backpack and stuff. So why not save some money. For a thousand bucks this exceeded my expectations, it runs triple A games flawlessly with no problems at all. It’s super fast out of the box. Only bloatware it came with was McCafé so I didn’t do much cleaning, it was ready game. I never paid attention to Lenovo before, didn’t know they make good gaming laptops but actually this laptop looks good, it doesn’t scream I’m a gamer, I can take it out in class and at the library without gaining much attention, Very stealth looking. It’s all plastic but the build feels solid. The fans are loud as always with any gaming laptops. The keyboard is soft, feels good to type on. The best thing is that the laptop is upgradable, the 2x RAM, 2x SSD, Wi-Fi and battery are easily accessible without voiding warranty, yes Lenovo allows those upgrades so don’t worry. The hybrid mode aka mux switch is good to have too. The screen looks good without even calibrating it. There are lots of air vents specially a huge vent under the laptop so very good cooling. If you’re on a budget student gamer well this is a good choice for you. For a thousand bucks you get an AMD Ryzen, RTX series, SSD, dual channel RAM, IPS fast monitor, Mux switch, windows 11, 3 months xbl ultimate sheesh can’t beat that.","Lenovo - Legion 5 - Gaming Laptop - AMD Ryzen 7 5800H - 16GB RAM - 512GB Storage - NVIDIA GeForce RTX 3050Ti - 15.6"" FHD Display - Windows 11 Home - Phantom Blue",&1099,review2.csv
2,2,Jason,"June 30, 2022",5.0 out of 5 stars,Good for gaming,"This computer is just great. I bought it to play some games, and they all run smooth (as long as it’s charging or has above 25% battery remaining) I’ve played; Resident Evil 4, Tomb Raider, Fortnite, Little Nightmares II, GTA SA, Minecraft, Geometry Dash, OSU mania, Friday Night Funkin mods, Heavy Roblox games, Psi Ops, all of them with max settings and no lag.And yeah, I know most of them aren’t really heavy games, but that’s what i use it for, and I’m happy with it and I think it can run anything I throw at it, my last computer couldn’t even open google HAHAHA, so yeah, this is great.It also looks very clean and nice, I mean, it has it’s gamer look, but it’s not too obvious like other options.Also, the computer is exactly as it’s advertised, no complains at all. I Recommend it if you want to play some light games on max settings, or heavy games on medium/low settings. It just depends, but for what I do, this is fantastic","Lenovo - Legion 5 - Gaming Laptop - AMD Ryzen 7 5800H - 16GB RAM - 512GB Storage - NVIDIA GeForce RTX 3050Ti - 15.6"" FHD Display - Windows 11 Home - Phantom Blue",&1099,review2.csv
3,3,Ana Ruth Espinosa Hernández,"July 25, 2022",5.0 out of 5 stars,Producto satisfactorio,"Llevo mes y medio probado la máquina y no ha tenido ningún tipo de contratiempo en su funcionamiento. Recibí exactamente lo que el proveedor describe.Honestamente tenía un poco de recelo en pedir éste artículo por que en las reseñas de envíos a Latinoamérica mencionaban sucesos lamentables. Lo que decidí hacer por la oportunidad que tenía fue pedir el artículo a casa de un familiar que vive en Estados Unidos y posteriormente éste familiar me lo envió a la Ciudad de México, no sé si ésto haya ayudado en realidad a recibir el objeto adecuado.Finalmente, aún así me salió barata comparando con su precio en México.","Lenovo - Legion 5 - Gaming Laptop - AMD Ryzen 7 5800H - 16GB RAM - 512GB Storage - NVIDIA GeForce RTX 3050Ti - 15.6"" FHD Display - Windows 11 Home - Phantom Blue",&1099,review2.csv
4,4,Gedion,"May 17, 2022",5.0 out of 5 stars,,,"Lenovo - Legion 5 - Gaming Laptop - AMD Ryzen 7 5800H - 16GB RAM - 512GB Storage - NVIDIA GeForce RTX 3050Ti - 15.6"" FHD Display - Windows 11 Home - Phantom Blue",&1099,review2.csv
5,5,Bridget Partridge,"August 25, 2022",5.0 out of 5 stars,Much faster than anticipated for gaming.,"I got this to use in my bedroom as a secondary gaming rig for the evening, what i didn't expect was that it would be so much better than my primary. I have a PC that isn't very old, with AM3+ 32gig/GTX1070 water cooled and i expected the laptop to be slightly below this in performance based on ratings, however the opposite is true. The laptop with ryzen far exceeds and in many cases double the FPS in many of the games i play on the same settings as my main rig. The 3050TI really shines with this processor, and the advanced sound controls really take it the rest of the way there. And the fans on this thing are impressive, it maintains low temps and you can feel the air really blasting out of the sides, and it's not nearly as loud as my main PC. Since then i have made a docking station to replace my main PC now with this, and i use it for pretty much everything. (I would heavily invest in a fan filter system if you have pets or you leave it running a lot as a docked pc)(I use the 1"" thick do it yourself AC system filter available at any hardware store, as a pad underneath)","Lenovo - Legion 5 - Gaming Laptop - AMD Ryzen 7 5800H - 16GB RAM - 512GB Storage - NVIDIA GeForce RTX 3050Ti - 15.6"" FHD Display - Windows 11 Home - Phantom Blue",&1099,review2.csv
6,6,Hector Tinajero,"August 16, 2022",5.0 out of 5 stars,Everything I wanted in a laptop,College bound with this,"Lenovo - Legion 5 - Gaming Laptop - AMD Ryzen 7 5800H - 16GB RAM - 512GB Storage - NVIDIA GeForce RTX 3050Ti - 15.6"" FHD Display - Windows 11 Home - Phantom Blue",&1099,review2.csv
7,7,Nick,"August 3, 2022",5.0 out of 5 stars,Solid laptop,Laptop works fast and even use it to stream xfinity to my 65 inch led,"Lenovo - Legion 5 - Gaming Laptop - AMD Ryzen 7 5800H - 16GB RAM - 512GB Storage - NVIDIA GeForce RTX 3050Ti - 15.6"" FHD Display - Windows 11 Home - Phantom Blue",&1099,review2.csv
8,8,Paul L. Thayer,"June 1, 2022",5.0 out of 5 stars,A Mechanical Engineering Undergrad's Perspective,"As an engineering student, I run programs such as MATLAB and SolidWorks on the regular. This laptop keeps everything running quickly and smoothly, even if I have multiple programs and browser tabs open at the same time.","Lenovo - Legion 5 - Gaming Laptop - AMD Ryzen 7 5800H - 16GB RAM - 512GB Storage - NVIDIA GeForce RTX 3050Ti - 15.6"" FHD Display - Windows 11 Home - Phantom Blue",&1099,review2.csv
9,9,Stratcat,"August 3, 2022",5.0 out of 5 stars,Runs Linux Mint well,"I'm pretty impressed with this laptop and it's price. I'm a Linux user so the first thing I do with a new laptop is replace whatever it came with with my current fave flavor of Linux. I've been using Linux Mint for the past few years so I decided to stick with it. After the initial install, wifi wasn't working and it wouldn't always wake up from sleep. A quick upgrade to the latest kernel version fixed those issues and I've had no further problems since. I do occasional 3d modeling work and everything has been snappy and good with this guy. I do miss the 4k screen on my older Lenovo but this is fine. For a gaming laptop, it's not too heavy or bulky. I think they did a good job designing these models.","Lenovo - Legion 5 - Gaming Laptop - AMD Ryzen 7 5800H - 16GB RAM - 512GB Storage - NVIDIA GeForce RTX 3050Ti - 15.6"" FHD Display - Windows 11 Home - Phantom Blue",&1099,review2.csv
10,10,KrystalsunnyJ,"July 21, 2022",5.0 out of 5 stars,Very good laptop,"Very good laptop good for gaming and school work. I perfer this laptop you should get it too. Money is worth it too. 165 hz, 3050ti , amd 7","Lenovo - Legion 5 - Gaming Laptop - AMD Ryzen 7 5800H - 16GB RAM - 512GB Storage - NVIDIA GeForce RTX 3050Ti - 15.6"" FHD Display - Windows 11 Home - Phantom Blue",&1099,review2.csv
11,11,Saul,"July 10, 2022",5.0 out of 5 stars,Excelente computador.,"Un excelente computador. No lo compré para juegos, lo compré para trabajar con software GIS y para procesamiento fotogramétrico. El procesador Ryzen 7 5800H va muy bien. Para flujos de trabajo más grandes tendré que aumentar la RAM, pero en sí el computador va excelente.","Lenovo - Legion 5 - Gaming Laptop - AMD Ryzen 7 5800H - 16GB RAM - 512GB Storage - NVIDIA GeForce RTX 3050Ti - 15.6"" FHD Display - Windows 11 Home - Phantom Blue",&1099,review2.csv
12,12,Jaspreet singh,"June 14, 2022",5.0 out of 5 stars,,,"Lenovo - Legion 5 - Gaming Laptop - AMD Ryzen 7 5800H - 16GB RAM - 512GB Storage - NVIDIA GeForce RTX 3050Ti - 15.6"" FHD Display - Windows 11 Home - Phantom Blue",&1099,review2.csv
13,13,Sam DeAngelo,"July 2, 2022",4.0 out of 5 stars,Amazing gaming laptop,"A really good gaming laptop with high end specs. Easy to set up and using it. I was a bit worried about 4gb graphic card memory but this thing doesn't even flinch even at high to max settings in the games. Beautiful rgb keyboard and looks neat sturdy built. I love it so far, no issues with it whatsoever. I highly recommend this laptop if you're looking for a budget gaming laptop to buy, this is the best option with some great specs and high end graphics card.","Lenovo - Legion 5 - Gaming Laptop - AMD Ryzen 7 5800H - 16GB RAM - 512GB Storage - NVIDIA GeForce RTX 3050Ti - 15.6"" FHD Display - Windows 11 Home - Phantom Blue",&1099,review2.csv
14,14,Diego A.,"June 7, 2022",5.0 out of 5 stars,Worth a buy in 2022,If you want a newer laptop but don't want to break the bank. As of June 2022 i think it's a good buy,"Lenovo - Legion 5 - Gaming Laptop - AMD Ryzen 7 5800H - 16GB RAM - 512GB Storage - NVIDIA GeForce RTX 3050Ti - 15.6"" FHD Display - Windows 11 Home - Phantom Blue",&1099,review2.csv
15,15,Steven,"July 10, 2022",5.0 out of 5 stars,Corre Cualquier Videojuego Actual,"Me llego el computador 4 dias antes de lo previsto, y llego en una caja inmensa jajaja, pero una despues de abrirla encontre una caja mas pequeña donde venia el computador. abri todo y encendi el pc, y era todo lo que estaba esperando y no como las malas reseñas que decian que este producto era una estafa. todo funciona bien, trae su licencia de windows trae tres meses de xbox game pass. solo fue actualizar controladores y demas utilidades de software y ya funciona de manera exelente. me gusto y estoy totalmente satisfecho con el producto.","Lenovo - Legion 5 - Gaming Laptop - AMD Ryzen 7 5800H - 16GB RAM - 512GB Storage - NVIDIA GeForce RTX 3050Ti - 15.6"" FHD Display - Windows 11 Home - Phantom Blue",&1099,review2.csv
16,16,Sebastian,"July 7, 2022",5.0 out of 5 stars,,,"Lenovo - Legion 5 - Gaming Laptop - AMD Ryzen 7 5800H - 16GB RAM - 512GB Storage - NVIDIA GeForce RTX 3050Ti - 15.6"" FHD Display - Windows 11 Home - Phantom Blue",&1099,review2.csv
17,17,suuz,"March 21, 2022",5.0 out of 5 stars,Amazing and great quality for price.,"The price is great for was you get, great gaming laptop that runs many high graphics games very well.","Lenovo - Legion 5 - Gaming Laptop - AMD Ryzen 7 5800H - 16GB RAM - 512GB Storage - NVIDIA GeForce RTX 3050Ti - 15.6"" FHD Display - Windows 11 Home - Phantom Blue",&1099,review2.csv
18,18,Raphael Urg,"February 16, 2022",5.0 out of 5 stars,Good Product!,"Is one of the best laptops, if I used. The screen is 165 hz is a good product for the price.","Lenovo - Legion 5 - Gaming Laptop - AMD Ryzen 7 5800H - 16GB RAM - 512GB Storage - NVIDIA GeForce RTX 3050Ti - 15.6"" FHD Display - Windows 11 Home - Phantom Blue",&1099,review2.csv
19,19,B.,"June 10, 2022",4.0 out of 5 stars,Great gaming laptop for a really good price....,"This laptop has all the bells and whistles you need to play VR games wirelessly.....except for the fact the Quest 2 does not support Windows 11 yet.  I am looking forward to the day it does and I know it will come quickly as Windows 11 gets more widely used.This computer is fast.  Boots up in just under 10 seconds.  Easy to set up.  I have had no problems with anything else as far as operation goes.  I did, however, raise the back of the laptop up another 1/4"" with rubber stick on pads and it has seemed to have made the fan not have to run as often or as hard.  It is the only negative thing I read in reviews before I bought it.  This does have seemed to help the ""problem"".I would definitely recommend this computer if you can't afford a big expensive gaming computer.  It has everything you will need for a really great price.","Lenovo - Legion 5 - Gaming Laptop - AMD Ryzen 7 5800H - 16GB RAM - 512GB Storage - NVIDIA GeForce RTX 3050Ti - 15.6"" FHD Display - Windows 11 Home - Phantom Blue",&1099,review2.csv
20,20,Nathaly,"March 2, 2022",3.0 out of 5 stars,"It's 99% perfect, such a shame it has a dead pixel :'(",,"Lenovo - Legion 5 - Gaming Laptop - AMD Ryzen 7 5800H - 16GB RAM - 512GB Storage - NVIDIA GeForce RTX 3050Ti - 15.6"" FHD Display - Windows 11 Home - Phantom Blue",&1099,review2.csv
21,21,Dave,"June 10, 2022",5.0 out of 5 stars,Great value for the money!,The media could not be loaded.,"Lenovo - Legion 5 - Gaming Laptop - AMD Ryzen 7 5800H - 16GB RAM - 512GB Storage - NVIDIA GeForce RTX 3050Ti - 15.6"" FHD Display - Windows 11 Home - Phantom Blue",&1099,review2.csv
22,22,Syrus Sheely,"February 24, 2022",5.0 out of 5 stars,Overall very good for price," This review is for the Lenovo Legion 5 Gaming Laptop, 15.6"" FHD Display, AMD Ryzen 7 5800H, 16GB RAM, 512GB Storage, NVIDIA GeForce RTX 3050Ti, Windows 11 Home, Phantom Blue.Everything is perfect and beautiful other than the dead pixel it came with.Pros:- Feels sturdy and durable.- Has a ton of port for I/O! Their positioning, amount and selection is way better than most of laptops nowadays.- The keyboard feels very comfortable and it looks beautiful with its 4 zone RGB backlighting.- The touchpad feels very soft and responsive.- The arrow keys are not cramped into the keyboard layout and take advantage of the extra space.- It does come with a webcam and a kill switch to fully disconnect it if needed.- The 165hz FHD IPS display is gorgeous.- The speakers sound very good, above average for a gaming laptop.- It has lots of ventilation to keep it as cool as possible under stress.- The lid design is much more subtle and professional than the Legion 5 Pro.- Minimum backlight bleed, almost none at all.Cons (See attached video for the ones related to the screen):- Not enough quality control, mine came with a dead pixel and found online that it is a common issue.- Just nitpicking here, but for my liking, ethernet port is upside down, always needs to lift the back of the laptop to unplug as the lock pin is at the bottom.- Power brick (A/C Adaptor) is quite big and heavy.- Has some backlight bleed.Mine was sealed and never opened, that's why I'm pretty sure it is an assembly line defect, however, I decided to keep it as I don't want to run the risk of receiving a replacement unit with more impactful flaws, and also I don't want to be going back and forth returning a bunch of units until I get a 100% perfect one.I would've given this 5 stars and great recommendation if it didn't come with a dead pixel, but I can't because it makes my eyes itch whenever I notice that it's not dust, but I'll cope by using dark mode everywhere I can.Other than that, for $1,030, if you do get a perfect unit, this is an exceptional deal.","Lenovo - Legion 5 - Gaming Laptop - AMD Ryzen 7 5800H - 16GB RAM - 512GB Storage - NVIDIA GeForce RTX 3050Ti - 15.6"" FHD Display - Windows 11 Home - Phantom Blue",&1099,review2.csv
23,23,DGames,"April 14, 2022",1.0 out of 5 stars,Advertencia leer antes de comprar si es pedido internacional,For what you get in this package and at the less than 1k price tag it's an excellent purchase. If you run it in performance mode it will require a cooling pad to help keep temps down when gaming. But otherwise I've been very pleased.,"Lenovo - Legion 5 - Gaming Laptop - AMD Ryzen 7 5800H - 16GB RAM - 512GB Storage - NVIDIA GeForce RTX 3050Ti - 15.6"" FHD Display - Windows 11 Home - Phantom Blue",&1099,review2.csv
24,24,Sebastian Cintron,"May 22, 2022",5.0 out of 5 stars,,"I had been looking at this specific computer for a while and was going to buy it directly from Lenovo since the price matched the one here on Amazon. But that was the base model with a worse graphics card, screen, refresh rate, ext. I don’t remember well anymore because I got it almost two months ago but there was 5 or 6 higher end features that would have cost nearly $2000 if I had gotten it directly from Lenovo. The battery life is poor and it can’t go more than two hours of use without being plugged in, and in video games it performs significantly worse unplugged than plugged in. But putting that annoyance aside the machine works great and is a beast at running games. I’ve yet to get a game that it wouldn’t run over 60fps and it runs warzone on max graphics at around 115-125 frames. I’m not being paid to say this so you can trust my review if you’ve read this far. It’s a good investment if you aren’t too concerned about battery life.","Lenovo - Legion 5 - Gaming Laptop - AMD Ryzen 7 5800H - 16GB RAM - 512GB Storage - NVIDIA GeForce RTX 3050Ti - 15.6"" FHD Display - Windows 11 Home - Phantom Blue",&1099,review2.csv
25,25,Miguel Aranguren,"June 11, 2022",5.0 out of 5 stars,"The most affordable gaming laptop, with great quality","Este es una reseña para que la tengan en cuenta las personas que van a comprar este producto a nivel internacional, Realice la compra de este producto con toda la ilusión que llevaba mas de un año ahorrando para poder comprar un portátil con estas características, quiero aclarar que he realizado comprar en amazon obviamente productos de menos valor, creo que lo máximo fue de 200 dólares, y siempre llego el producto que era y sin ningún problema, pero este no es el caso con este portátil.Realice la compra del portatil el 29 de marzo 2022, salió por 949.99 dolares mas 192 dolares por tema de impuestos en total fue de 1142 dólares redondeando (se que no viene al caso pero ahí se fue una parte de mis vacaciones :(, sacrificios que hacemos los latino americanos), la verdad estaba contento con la compra, pensaba que era una buena inversión.El producto llego el 4 de abril, super rápido, en eso Amazon no falla a pesar de ser envió internacional es realmente rápido la emoción que sentí fue grande, pero seria mas el malestar y la decepción al abrir el paquete.Lo primero vino en una caja super grande, que no pesaba nada, esta caja estaba bien sellada y con las tiras de Amazon, bueno no le preste mas importancia por que no se veía que la hubieran abierto, procedí a abrir la caja, y oohhh sorpresa dentro venia otra caja ni la mitad de la otra pero una caja pequeña para lo que me esperaba, de una el malestar, y el sudor frio al ver el mensaje en la caja ""Lenovo REFURBISHED"", pero si se pago fue por un producto nuevo, pero tenia una pegatina que especificaba era el producto solicitado y decía nuevo, creo que es la segunda foto que subí (supuse será que querían hacer algún truco para pasar aduana, pero si es Amazon y además yo pague el producto con los impuestos).Al abrir esta caja, ps ya quedaba claro que no era el producto que se compro, si era un lenovo, pero era un chromebook y remanufacturado, la tristeza que sentí ese momento fue mucha, no me he recuperado aun, realice una reclamacion con el vendedor.Cuando realice la compra supuestamente quien vendía era Amazon como dice en la pagina, pero no, la tienda se llama Steelbook Shop LLC, eso si es un error de Amazon y solo te muestra la tienda una vez despues de realizar la compra, creo que si es una gran falla de Amazon decir que lo vende el mismo Amazon y luego ser otra tienda la realmente realiza la venta, casi siempre en la misma pagina del producto se indica que tienda vende esto si que me parece raro de parte de Amazon.Ralamente no se quien sea el culpable si Amazon o Steelbook Shop LLC, pensaría que Steelbook Shop LLC, por que mirando comentarios a otros usuarios les ha pasado lo mismo y les han enviado el mismo equipo que me llego a mi, si esto es así aquí también hay un fallo de parte de Amazon por no tener control sobre las tiendas de terceros y mas no tener encuentra las opiniones y quejas de sus usuarios.También puede ser que un trabajador que empaqueta el producto que haya equivocado, pero con esos comentarios y reclamos sobre esta tienda creo que no sea el caso.Procedí a realizar la devolución del producto que la realice este 12 de abril, con lo cual me toco pagar 68 dólares para el envió ya que por no ser directamente Amazon la que vendió el producto toco pagar eso, lo realice por DHL, solo espero que llegue el producto y me reintegren el dinero, en este caso de toda la inversion 1142 + 68 = 1210 dolares, delos cuales 192 + 68 = 260 son gastos de impuestos y envios, y de eso amazon solo reconoce 20 dolares.se que esto califica el producto, pero espero que tengan en cuenta este comentario, las personas que no son de Estados unidos, ya que el envió internacional toca asumirlo uno","Lenovo - Legion 5 - Gaming Laptop - AMD Ryzen 7 5800H - 16GB RAM - 512GB Storage - NVIDIA GeForce RTX 3050Ti - 15.6"" FHD Display - Windows 11 Home - Phantom Blue",&1099,review2.csv
26,26,El Gringo,"April 5, 2022",5.0 out of 5 stars,I love this laptop,,"Lenovo - Legion 5 - Gaming Laptop - AMD Ryzen 7 5800H - 16GB RAM - 512GB Storage - NVIDIA GeForce RTX 3050Ti - 15.6"" FHD Display - Windows 11 Home - Phantom Blue",&1099,review2.csv
27,27,Joaquín,"April 10, 2022",5.0 out of 5 stars,Solid and speedy,"I had always wanted to own my own gaming pc. Thanks to Legion I was able to afford one that has great specs to play games at great quality. So far I've played Killer Instinct, Final Fantasy XIV and Doom Eternal and all of them on high to custom settings and not one has given me problems.Look up on YouTube Jarrods Tech review on it for more info.","Lenovo - Legion 5 - Gaming Laptop - AMD Ryzen 7 5800H - 16GB RAM - 512GB Storage - NVIDIA GeForce RTX 3050Ti - 15.6"" FHD Display - Windows 11 Home - Phantom Blue",&1099,review2.csv
28,28,John Hurrell,"February 19, 2022",5.0 out of 5 stars,"Good Laptop, maybe the best",Its a great laptop for students and gamers. The screen its greatYou can always upgrade the RAM and the SSDIt has 2 slots of RAM and two slots of M.2 SSD,"Lenovo - Legion 5 - Gaming Laptop - AMD Ryzen 7 5800H - 16GB RAM - 512GB Storage - NVIDIA GeForce RTX 3050Ti - 15.6"" FHD Display - Windows 11 Home - Phantom Blue",&1099,review2.csv
